id,title,category,text,source,source_type,date
190,SEBI Regulation 190,IPO Regulations,The regulation states that stock brokers should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2020-08-10
191,SEBI Regulation 191,Stock Brokers,"Under SEBI guidelines, listed companies are required to disclose risk assessment reports within 10 days.",SEBI,synthetic,2020-09-04
192,SEBI Regulation 192,Risk Management,Non-compliance with risk assessment reports by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2023-08-31
193,SEBI Regulation 193,Insider Trading,The regulation states that market intermediaries should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2021-02-04
194,SEBI Regulation 194,KYC Norms,"Under SEBI guidelines, market intermediaries are required to disclose financial disclosures within 7 days.",SEBI,synthetic,2022-02-14
195,SEBI Regulation 195,KYC Norms,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2020-05-02
196,SEBI Regulation 196,Corporate Governance,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2020-02-12
197,SEBI Regulation 197,KYC Norms,SEBI mandates that all designated persons must comply with audit records. Failure may result in penalties up to Rs. 31 crores.,SEBI,synthetic,2023-09-10
198,SEBI Regulation 198,KYC Norms,"Under SEBI guidelines, mutual fund houses are required to disclose insider trading restrictions within 9 days.",SEBI,synthetic,2021-01-17
199,SEBI Regulation 199,Mutual Funds,"As per SEBI circular, listed companies must ensure insider trading restrictions to avoid violations.",SEBI,synthetic,2022-12-16
200,SEBI Regulation 200,IPO Regulations,"As per SEBI circular, listed companies must ensure audit records to avoid violations.",SEBI,synthetic,2021-04-14
201,SEBI Regulation 201,Corporate Governance,Non-compliance with KYC documentation by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2022-11-09
202,SEBI Regulation 202,Compliance Reporting,Non-compliance with audit records by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2020-09-10
203,SEBI Regulation 203,Corporate Governance,Non-compliance with insider trading restrictions by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-04-12
204,SEBI Regulation 204,KYC Norms,"Under SEBI guidelines, portfolio managers are required to disclose transaction monitoring within 10 days.",SEBI,synthetic,2021-01-31
205,SEBI Regulation 205,Stock Brokers,"As per SEBI circular, market intermediaries must ensure audit records to avoid violations.",SEBI,synthetic,2022-03-13
206,SEBI Regulation 206,IPO Regulations,The regulation states that mutual fund houses should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2021-10-03
207,SEBI Regulation 207,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose transaction monitoring within 10 days.",SEBI,synthetic,2022-04-14
208,SEBI Regulation 208,Corporate Governance,"As per SEBI circular, designated persons must ensure audit records to avoid violations.",SEBI,synthetic,2024-11-14
209,SEBI Regulation 209,Mutual Funds,Non-compliance with financial disclosures by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-07-20
210,SEBI Regulation 210,Corporate Governance,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2024-06-22
211,SEBI Regulation 211,Stock Brokers,Non-compliance with financial disclosures by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2022-03-19
212,SEBI Regulation 212,Compliance Reporting,"Under SEBI guidelines, mutual fund houses are required to disclose KYC documentation within 3 days.",SEBI,synthetic,2020-08-15
213,SEBI Regulation 213,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-07-26
214,SEBI Regulation 214,Corporate Governance,SEBI mandates that all market intermediaries must comply with insider trading restrictions. Failure may result in penalties up to Rs. 46 crores.,SEBI,synthetic,2021-03-27
215,SEBI Regulation 215,IPO Regulations,Non-compliance with audit records by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-03-04
216,SEBI Regulation 216,Stock Brokers,"As per SEBI circular, mutual fund houses must ensure financial disclosures to avoid violations.",SEBI,synthetic,2023-12-23
217,SEBI Regulation 217,Stock Brokers,The regulation states that listed companies should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2022-10-27
218,SEBI Regulation 218,Mutual Funds,"Under SEBI guidelines, market intermediaries are required to disclose KYC documentation within 10 days.",SEBI,synthetic,2020-10-18
219,SEBI Regulation 219,IPO Regulations,"Under SEBI guidelines, portfolio managers are required to disclose risk assessment reports within 5 days.",SEBI,synthetic,2023-05-11
220,SEBI Regulation 220,Stock Brokers,SEBI mandates that all portfolio managers must comply with audit records. Failure may result in penalties up to Rs. 24 crores.,SEBI,synthetic,2020-02-01
221,SEBI Regulation 221,IPO Regulations,SEBI mandates that all mutual fund houses must comply with KYC documentation. Failure may result in penalties up to Rs. 50 crores.,SEBI,synthetic,2023-11-18
222,SEBI Regulation 222,Mutual Funds,Non-compliance with transaction monitoring by listed companies may attract penalties and legal action.,SEBI,synthetic,2021-12-11
223,SEBI Regulation 223,KYC Norms,The regulation states that mutual fund houses should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2020-04-07
224,SEBI Regulation 224,Insider Trading,"As per SEBI circular, stock brokers must ensure audit records to avoid violations.",SEBI,synthetic,2020-06-01
225,SEBI Regulation 225,Risk Management,The regulation states that mutual fund houses should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2023-05-28
226,SEBI Regulation 226,KYC Norms,SEBI mandates that all portfolio managers must comply with audit records. Failure may result in penalties up to Rs. 49 crores.,SEBI,synthetic,2022-10-09
227,SEBI Regulation 227,Mutual Funds,SEBI mandates that all market intermediaries must comply with transaction monitoring. Failure may result in penalties up to Rs. 33 crores.,SEBI,synthetic,2024-02-04
228,SEBI Regulation 228,Corporate Governance,The regulation states that listed companies should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2020-05-20
229,SEBI Regulation 229,Compliance Reporting,"Under SEBI guidelines, designated persons are required to disclose transaction monitoring within 9 days.",SEBI,synthetic,2022-10-22
230,SEBI Regulation 230,Stock Brokers,SEBI mandates that all stock brokers must comply with KYC documentation. Failure may result in penalties up to Rs. 11 crores.,SEBI,synthetic,2020-11-29
231,SEBI Regulation 231,Compliance Reporting,Non-compliance with insider trading restrictions by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2023-10-14
232,SEBI Regulation 232,IPO Regulations,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-09-05
233,SEBI Regulation 233,Corporate Governance,SEBI mandates that all mutual fund houses must comply with audit records. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2023-07-28
234,SEBI Regulation 234,IPO Regulations,Non-compliance with audit records by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2020-07-27
235,SEBI Regulation 235,Insider Trading,Non-compliance with risk assessment reports by mutual fund houses may attract penalties and legal action.,SEBI,synthetic,2021-07-13
236,SEBI Regulation 236,Mutual Funds,Non-compliance with risk assessment reports by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2023-06-24
237,SEBI Regulation 237,Compliance Reporting,Non-compliance with insider trading restrictions by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2021-11-27
238,SEBI Regulation 238,Risk Management,The regulation states that designated persons should maintain audit records for transparency and compliance.,SEBI,synthetic,2024-09-08
239,SEBI Regulation 239,KYC Norms,Non-compliance with financial disclosures by designated persons may attract penalties and legal action.,SEBI,synthetic,2021-02-07
240,SEBI Regulation 240,Corporate Governance,SEBI mandates that all market intermediaries must comply with transaction monitoring. Failure may result in penalties up to Rs. 37 crores.,SEBI,synthetic,2024-01-17
241,SEBI Regulation 241,Stock Brokers,SEBI mandates that all stock brokers must comply with financial disclosures. Failure may result in penalties up to Rs. 29 crores.,SEBI,synthetic,2022-09-22
242,SEBI Regulation 242,Compliance Reporting,Non-compliance with financial disclosures by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2024-11-21
243,SEBI Regulation 243,Stock Brokers,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2020-09-25
244,SEBI Regulation 244,Insider Trading,"Under SEBI guidelines, mutual fund houses are required to disclose transaction monitoring within 5 days.",SEBI,synthetic,2024-04-03
245,SEBI Regulation 245,Risk Management,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 2 days.",SEBI,synthetic,2022-12-27
246,SEBI Regulation 246,KYC Norms,"Under SEBI guidelines, mutual fund houses are required to disclose insider trading restrictions within 1 days.",SEBI,synthetic,2023-10-06
247,SEBI Regulation 247,Compliance Reporting,"As per SEBI circular, market intermediaries must ensure audit records to avoid violations.",SEBI,synthetic,2020-02-11
248,SEBI Regulation 248,Risk Management,"As per SEBI circular, listed companies must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-09-03
249,SEBI Regulation 249,Risk Management,Non-compliance with transaction monitoring by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2021-06-18
250,SEBI Regulation 250,Compliance Reporting,"As per SEBI circular, mutual fund houses must ensure audit records to avoid violations.",SEBI,synthetic,2021-08-06
251,SEBI Regulation 251,Mutual Funds,Non-compliance with financial disclosures by designated persons may attract penalties and legal action.,SEBI,synthetic,2024-01-25
252,SEBI Regulation 252,Mutual Funds,The regulation states that market intermediaries should maintain KYC documentation for transparency and compliance.,SEBI,synthetic,2022-04-07
253,SEBI Regulation 253,Mutual Funds,"As per SEBI circular, designated persons must ensure KYC documentation to avoid violations.",SEBI,synthetic,2023-03-22
254,SEBI Regulation 254,KYC Norms,SEBI mandates that all stock brokers must comply with audit records. Failure may result in penalties up to Rs. 12 crores.,SEBI,synthetic,2023-08-08
255,SEBI Regulation 255,Compliance Reporting,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 4 days.",SEBI,synthetic,2023-05-06
